actively_hiring,Type_of_job,company_name,location,salary,experience,experience_enc
1.0,junior video editor,dataflair web services,indore,₹  2 - 2.5 lpa,0-2 years,2
1.0,business development executive,webmob technologies,ahmedabad,₹  3 - 4 lpa,0-2 years,2
,business development associate - digital marketing,better you learning & development llp,pune,₹  2 - 2.1 lpa,0-2 years,2
,corporate sales executive,sn mercantile india private limited,mumbai,₹  2.5 - 3.5 lpa,0-2 years,2
,junior architect,diwakar bhati architects,jodhpur,₹  2 - 4 lpa,0-2 years,2
,telecaller,vehicle care,gurgaon,₹  2.5 - 3 lpa,0-2 years,2
1.0,associate ux/ui designer,shubh international,remote,₹  6 - 8 lpa,0-5 years,4
,business development associate,noesis capital advisors,mumbai,₹  2 - 3 lpa,0-2 years,2
1.0,fleet executive - route planning,firstcry.com,dehradun,₹  3 - 3.1 lpa,0-2 years,2
1.0,omni sports leader (customer relationship manager),decathlon sports india private limited,pimpri-chinchwad,₹  3 - 3.2 lpa,0-2 years,2
,business development executive,noesis capital advisors,delhi,₹  2 - 2.1 lpa,0-2 years,2
,senior front end developer,oxy corporations,ranchi,₹  3 - 4 lpa,0-2 years,2
,ui/ux designer,triotree technologies private limited,noida,₹  4 - 8 lpa,0-5 years,4
,operations executive (for electric vehicle company),hireed,ahmedabad,₹  3.6 - 4 lpa,0-2 years,2
1.0,mechanical engineer,amar polymers,chennai,₹  2 - 2.1 lpa,0-2 years,2
1.0,audiologist,ear solutions private limited,delhi,₹  2 - 4.2 lpa,0-2 years,2
1.0,technical content writer,the links guy,remote,₹  3 - 6 lpa,0-5 years,4
,junior architect,mayur shah & associates,vadodara,₹  2 - 2.25 lpa,0-2 years,2
,assistant hr manager,melior concepts,ahmedabad,₹  3 - 4.5 lpa,0-2 years,2
1.0,business development executive,electricweb by acdc electric infrastructure private limited,delhi,₹  3.5 - 5 lpa,0-5 years,4
,trainer,stem center india,bangalore,₹  2.1 - 2.4 lpa,0-2 years,2
,brand solutions strategist,schbang,bangalore,₹  3.5 - 4 lpa,0-2 years,2
,digital marketing specialist,eco structures private limited,nagpur,₹  2 - 2.4 lpa,0-2 years,2
1.0,digital marketing executive,dataflair web services,indore,₹  2 - 2.5 lpa,0-2 years,2
,customer service executive,adonai immigration services opc private limited,bangalore,₹  2 - 2.1 lpa,0-2 years,2
1.0,influencer marketing specialist,my social pulse,remote,₹  2.3 - 5 lpa,0-5 years,4
1.0,human resources (hr) executive,saroj education group,delhi,₹  2 - 5 lpa,0-5 years,4
1.0,web developer,saroj education group,delhi,₹  2.5 - 6 lpa,0-5 years,4
1.0,graphic designer,saroj education group,delhi,₹  2 - 3 lpa,0-2 years,2
1.0,admission counsellor,saroj education group,delhi,₹  2 - 6 lpa,0-5 years,4
1.0,business development associate,pregrad,noida,₹  3.5 - 5.5 lpa,0-5 years,4
1.0,data engineer,drona pay private limited,mumbai,₹  5 - 7 lpa,0-5 years,4
,associate fashion designer,missera private limited,bangalore,₹  2 - 2.2 lpa,0-2 years,2
,service technician,medprime technologies private limited,mumbai,₹  2 lpa,0-2 years,2
,customer representative,medify nexus private limited,mumbai,₹  2 - 2.1 lpa,0-2 years,2
,subject matter expert (sme),amivo tech solutions,remote,₹  2 - 3 lpa,0-2 years,2
,construction site supervisor,global buildtech private limited,delhi,₹  2 - 3 lpa,0-2 years,2
,digital marketing executive,the growth marketers,surat,₹  3 - 4 lpa,0-2 years,2
1.0,hardware networking systems executive,boppo technologies,navi mumbai,₹  2 - 2.1 lpa,0-2 years,2
1.0,business development associate,skillenable edutech private limited,kolkata,₹  2 - 2.5 lpa,0-2 years,2
1.0,accountant,maharashtra metal distributors,mumbai,₹  2 - 3 lpa,0-2 years,2
1.0,relationship manager - client relations,aarthshastra,jaipur,₹  2.5 - 3.5 lpa,0-2 years,2
,business development associate,stalwart careers,indore,₹  2 - 2.5 lpa,0-2 years,2
,telesales executive,showmyhall,bangalore,₹  2.25 - 3 lpa,0-2 years,2
,business development executive,picostone,bangalore,₹  5 lpa,0-5 years,4
,software engineer,hulkhire,remote,₹  3 - 5 lpa,0-5 years,4
,sales & operations executive,instadukan,bangalore,₹  2.5 - 5 lpa,0-5 years,4
,tele sales executive,realty smartz,gurgaon,₹  2 lpa,0-2 years,2
,social media marketing specialist,bollyfreaks,mumbai,₹  2 - 2.5 lpa,0-2 years,2
,junior software application tester,phoenix ed,kolkata,₹  2 - 2.1 lpa,0-2 years,2
,data science technical trainer,allsoft solutions and service private limited,delhi,₹  2 - 5 lpa,0-5 years,4
,education counselor (sales),dot net tricks,remote,₹  2 - 3 lpa,0-2 years,2
,field sales executive,lorin corporate hr solutions private limited,mumbai,₹  6 lpa,0-5 years,4
,client service associate,gourmaison,mumbai,₹  3 - 4 lpa,0-2 years,2
,full stack developer,aspirehive,mysuru,₹  2.5 - 3 lpa,0-2 years,2
,english language trainer,the language x,remote,₹  2 - 2.1 lpa,0-2 years,2
,business development executive,trs industries llp,greater noida,₹  2 - 2.5 lpa,0-2 years,2
,graphic designer,walking frames productions,noida,₹  2.1 - 2.7 lpa,0-2 years,2
,graphic designer,nrgy plus,remote,₹  2 - 2.2 lpa,0-2 years,2
,accounts executive,abaven edutech private limited,mumbai,₹  3 - 4 lpa,0-2 years,2
,customer acquisition executive (malayalam),ownline technologies private limited,bangalore,₹  2 lpa,0-2 years,2
,client relationship executive,wizar learning solutions private limited,delhi,₹  2 - 3 lpa,0-2 years,2
1.0,sales executive,pataaree studios private limited,chandigarh,₹  2 - 3 lpa,0-2 years,2
,lyricist,aesthetic greyt designs private limited,jaipur,₹  2 - 3.5 lpa,0-2 years,2
,graphics design,v&m,manesar,₹  2 - 4 lpa,0-2 years,2
1.0,business development associate,so delhi,gurgaon,₹  3 - 5 lpa,0-5 years,4
,operations executive (insurance),centomint finserv,gurgaon,₹  2 - 2.1 lpa,0-2 years,2
,field sales executive,online savaari pvt ltd,ahmedabad,₹  2 lpa,0-2 years,2
,civil engineer,biltrax construction data,thane,₹  2 - 2.5 lpa,0-2 years,2
,telecaller,smart moves,mumbai,₹  3 lpa,0-2 years,2
,junior lawyer,aneesh mittal,delhi,₹  2 - 2.4 lpa,0-2 years,2
,counselor,global reach,bangalore,₹  2 lpa,0-2 years,2
,junior graphic designer,inspireone consultants,delhi,₹  2.1 - 2.5 lpa,0-2 years,2
,digital marketing executive,sizzling career solutions private limited,delhi,₹  2 - 3 lpa,0-2 years,2
,business development executive,gadget protect,chennai,₹  2 - 3.5 lpa,0-2 years,2
,business development executive,digithoughts solutions,mumbai,₹  3 - 4.2 lpa,0-2 years,2
,executive assistant to ceo office,lotus interworks,remote,₹  5 - 10 lpa,0-5 years,4
,machine designer,nitk surathkal,mangaluru,₹  3 - 3.6 lpa,0-2 years,2
,motion/graphic designer,push protocol,remote,₹  2.4 - 3.6 lpa,0-2 years,2
,human resources (hr) associate,market research future pvt. ltd.,pune,₹  2 - 2.5 lpa,0-2 years,2
,business development executive,whispering shouts,gurgaon,₹  2 - 6 lpa,0-5 years,4
,architect,i'm design,gurgaon,₹  2.64 - 3 lpa,0-2 years,2
,software development engineer in test,testvagrant technologies,bangalore,₹  4 - 5 lpa,0-5 years,4
,junior social media marketing specialist,dav institute of engineering & technology (daviet),jalandhar,₹  2 - 2.2 lpa,0-2 years,2
,corporate sales executive,the third eye films,bangalore,₹  4 - 5 lpa,0-5 years,4
,interior designer,sunil  ugale,thane,₹  2 - 3 lpa,0-2 years,2
1.0,software engineer (backend),mim-essay,delhi,₹  4 - 5 lpa,0-5 years,4
,site engineer,genix constructions,noida,₹  2 - 2.5 lpa,0-2 years,2
,graphic designer,architising private limited,delhi,₹  2 - 3 lpa,0-2 years,2
,associate creative writer,megha sharma,remote,₹  2 - 3 lpa,0-2 years,2
,solution consultant,symmetric consultancy services,chennai,₹  2 - 2.5 lpa,0-2 years,2
,business development executive,f-grade global services private limited,hyderabad,₹  4.6 - 5 lpa,0-5 years,4
,business analyst,raspil private limited,gurgaon,₹  4 - 6 lpa,0-5 years,4
,graphic designer,nihal software,gurgaon,₹  2 - 2.5 lpa,0-2 years,2
,senior telecaller,inteligenes technologies,delhi,₹  2 - 3 lpa,0-2 years,2
,performance marketing,bebaak studio,remote,₹  2 - 3 lpa,0-2 years,2
,business development executive,byju's,gurgaon,₹  2.8 lpa,0-2 years,2
1.0,inisde sales cum dispatch executive,rex global fashion,mumbai,₹  2 lpa,0-2 years,2
,content writer,fyi creative marketing private limited,mumbai,₹  2 - 3 lpa,0-2 years,2
,accountant,classic steels,mumbai,₹  2 - 2.4 lpa,0-2 years,2
,admission counselor,hranker,delhi,₹  2.5 - 6 lpa,0-5 years,4
1.0,customer support & operations executive,icarry,remote,₹  2 - 2.01 lpa,0-2 years,2
,graphic designer,kreafinery digital lab,ahmedabad,₹  2 - 2.5 lpa,0-2 years,2
1.0,angular.js developer,lattice innovations private limited,delhi,₹  4.2 lpa,0-2 years,2
,junior search engine optimization (seo) executive,avega,mumbai,₹  2 - 2.1 lpa,0-2 years,2
,financial analyst,cenit advisory private limited,noida,₹  2 - 3 lpa,0-2 years,2
,junior telecaller,creative keedas private limited,ahmedabad,₹  2 - 2.5 lpa,0-2 years,2
,corporate sales executive,qcs communication technologies private limited,bangalore,₹  2 lpa,0-2 years,2
,accounts assistant,farid consultants,bangalore,₹  2 - 2.4 lpa,0-2 years,2
,customer support executive,squarcell resource india private limited,mumbai,₹  2 - 3 lpa,0-2 years,2
,human resources operations executive,landmark insurance brokers private limited,mumbai,₹  2 - 2.1 lpa,0-2 years,2
,assistant growth manager - sales,gharpayy,bangalore,₹  3.3 - 3.6 lpa,0-2 years,2
1.0,business video essay writer,feardog music,remote,₹  2 - 2.5 lpa,0-2 years,2
,field sales associate,ethernet corporation private limited,gurgaon,₹  2.4 - 3.6 lpa,0-2 years,2
,associate recruiter,aics consultancy service private limited,noida,₹  2 - 6 lpa,0-5 years,4
,client service manager,omega productions,delhi,₹  2 - 3 lpa,0-2 years,2
1.0,website developer,younoh media,mumbai,₹  2 - 2.16 lpa,0-2 years,2
,business development executive,msme strategy consultants,delhi,₹  2 - 4 lpa,0-2 years,2
,business development executive,caudate technologies private limited,thane,₹  2.5 - 3 lpa,0-2 years,2
,event associate,anc events,ahmedabad,₹  2 - 2.5 lpa,0-2 years,2
1.0,corporate sales executive,quickmove technologies,bangalore,₹  2 - 2.5 lpa,0-2 years,2
,hr recruiter,talenthome solutions llp,mumbai,₹  2 lpa,0-2 years,2
,business development associate,byju's,remote,₹  4 - 7 lpa,0-5 years,4
1.0,sales engineer,diya industrial technologies private limited,jamshedpur,₹  2 - 4 lpa,0-2 years,2
,android developer,riseup infotech,surat,₹  2 lpa,0-2 years,2
,business development executive,olus infomatics,gurgaon,₹  2.4 - 4.5 lpa,0-2 years,2
1.0,graphic designer cum video editor,nrich learning,remote,₹  2 lpa,0-2 years,2
,risk executive,propelld,bangalore,₹  3 - 3.5 lpa,0-2 years,2
,sales executive,toys and tales,hyderabad,₹  2 - 2.1 lpa,0-2 years,2
,sales & business development executive,fintech global center,delhi,₹  2 - 2.5 lpa,0-2 years,2
,tele councellor,smart levo innovation,delhi,₹  2 - 2.5 lpa,0-2 years,2
,assistant manager,aye jude private limited,bangalore,₹  2 lpa,0-2 years,2
1.0,business development executive,javeri tubes private limited,chennai,₹  2.4 - 3 lpa,0-2 years,2
1.0,insurance team leader (retail partner),agni rural welfare society,kolkata,₹  2.28 - 5.04 lpa,0-5 years,4
,business development executive,gharpayy,bangalore,₹  2.5 lpa,0-2 years,2
1.0,associate content developer (english),gigde global solutions private limited,ghaziabad,₹  3 - 4 lpa,0-2 years,2
1.0,property manager,simplease,mumbai,₹  3.6 - 6 lpa,0-5 years,4
,client acquisition associate,great place to work,mumbai,₹  5 - 6 lpa,0-5 years,4
,telecaller,institute of management studies noida,ghaziabad,₹  2 - 4 lpa,0-2 years,2
1.0,sales manager,tesseract marketing company,bangalore,₹  2.16 - 2.4 lpa,0-2 years,2
1.0,recruiter,onion insights,mumbai,₹  2.53 - 2.54 lpa,0-2 years,2
1.0,quality check associate,onion insights,mumbai,₹  2.53 - 2.54 lpa,0-2 years,2
1.0,junior financial officer,wemakescholars,secunderabad,₹  3 - 3.7 lpa,0-2 years,2
1.0,operations associate,onion insights,mumbai,₹  2.53 - 2.54 lpa,0-2 years,2
,customer service executive,4phase media,delhi,₹  2 - 2.2 lpa,0-2 years,2
1.0,business development executive,the petchef,mumbai,₹  3.6 - 4.8 lpa,0-2 years,2
1.0,python developer & technical writer,education culture private limited,ludhiana,₹  2.4 - 3.6 lpa,0-2 years,2
1.0,network marketing executive,talent corner hr services,mumbai,₹  2 - 5 lpa,0-5 years,4
1.0,junior corporate sales associate,snd digital retails llp (staranddaisy),ghaziabad,₹  2.1 - 2.4 lpa,0-2 years,2
1.0,business development executive,benepik,gurgaon,₹  3 - 4.5 lpa,0-2 years,2
1.0,inside sales executive,ookam technology services private limited,chennai,₹  2 - 2.5 lpa,0-2 years,2
1.0,sales officer,ookam technology services private limited,chennai,₹  2 - 2.5 lpa,0-2 years,2
1.0,marketing management executive,ookam technology services private limited,chennai,₹  2 - 2.5 lpa,0-2 years,2
,process associate,eminenture private limited,faridabad,₹  2 lpa,0-2 years,2
1.0,digital marketing manager,berkshire media private limited,mumbai,₹  4 - 5 lpa,0-5 years,4
1.0,business development executive (on-field sales),educase india,hyderabad,₹  2 - 3 lpa,0-2 years,2
,telecaller counseller,lucent technologies private limited,gurgaon,₹  2 - 2.7 lpa,0-2 years,2
,care coordinator associate,pristyn care,gurgaon,₹  3 - 5 lpa,0-5 years,4
,fundraising officer,happy faces by unique staffing services and consultant,delhi,₹  2 - 3 lpa,0-2 years,2
,mobile app developer,yuvamanthan by national association for school professionals,delhi,₹  2 - 2.18 lpa,0-2 years,2
1.0,laravel developer,omikron technologies private limited,remote,₹  3 lpa,0-2 years,2
,business development trainee,educatter,remote,₹  3 - 4 lpa,0-2 years,2
,telecaller,fintitude,noida,₹  2 - 2.1 lpa,0-2 years,2
1.0,junior finance executive,sportskeeda,bangalore,₹  2 - 3 lpa,0-2 years,2
,donor relations executive,agastya international foundation,bangalore,₹  3 - 6 lpa,0-5 years,4
,client service executive,basil leaf creative,mumbai,₹  2 lpa,0-2 years,2
,full stack developer,mobifly,gurgaon,₹  2.4 - 3.5 lpa,0-2 years,2
,junior architect,anurag architectural associates private limited,varanasi,₹  2 lpa,0-2 years,2
,data analytics associate,shree hanuman commodity and securities private limited,kolkata,₹  2.4 - 3.6 lpa,0-2 years,2
,customer service associate,saas labs incorporation,remote,₹  4 - 5 lpa,0-5 years,4
,call centre executive,rani savita info hub private limited,remote,₹  2 - 2.25 lpa,0-2 years,2
1.0,donor relations executive,agastya international foundation,bangalore,₹  4 lpa,0-2 years,2
1.0,marketing executive,v2xel edutech llp,bangalore,₹  5 - 10 lpa,0-5 years,4
,business development associate,byju's the learning app,bangalore,₹  6 - 7 lpa,0-5 years,4
,business development associate,byju's the learning app,chennai,₹  5 - 8 lpa,0-5 years,4
,python developer,blue berry e-services private limited,noida,₹  2 lpa,0-2 years,2
,financial market analyst,blue berry e-services private limited,noida,₹  2 lpa,0-2 years,2
,us it recruiter,mroads,hyderabad,₹  2 - 2.5 lpa,0-2 years,2
1.0,executive - english programs,viacom 18 media private limited,mumbai,₹  3 - 4 lpa,0-2 years,2
,telecaller,iiris consulting services private limited,gurgaon,₹  2.3 - 3 lpa,0-2 years,2
,field sales executive,tenacious techies,surat,₹  3 - 5 lpa,0-5 years,4
1.0,react.js developer,omikron technologies private limited,remote,₹  3 lpa,0-2 years,2
1.0,technical content writer,omikron technologies private limited,remote,₹  3.6 lpa,0-2 years,2
,business development associate - gujarati,verveschool,remote,₹  4 - 5 lpa,0-5 years,4
1.0,social media marketing specialist,happie hair,mumbai,₹  2.16 - 2.4 lpa,0-2 years,2
,social media executive,the real project,lucknow,₹  2 lpa,0-2 years,2
,executive - accounts,mkrj & co.,delhi,₹  2 - 3 lpa,0-2 years,2
1.0,pre-sales associate,simplease,gurgaon,₹  2 - 3 lpa,0-2 years,2
1.0,computer teacher,disha skill training services,ulhasnagar,₹  2 lpa,0-2 years,2
,ios app developer,webmobi,remote,₹  2 lpa,0-2 years,2
,wordpress developer,elicus technologies,jaipur,₹  2 - 5 lpa,0-5 years,4
1.0,html developer,busibud,remote,₹  3 - 4 lpa,0-2 years,2
1.0,trainee lecturer,knowledge partners,hyderabad,₹  3 - 6 lpa,0-5 years,4
1.0,ca subject matter expert (account & finance),requin solutions private limited,jaipur,₹  2 - 2.5 lpa,0-2 years,2
,android app developer,webmobi,remote,₹  2 lpa,0-2 years,2
,system administrator,neulife nutrition india private limited,remote,₹  3 - 5 lpa,0-5 years,4
,ui/ux designer trainee,symb technologies,kolkata,₹  3.5 - 4 lpa,0-2 years,2
,associate accountant,kuntalbij engineers private limited,mumbai,₹  2 - 2.5 lpa,0-2 years,2
1.0,entrepreneur in residence - international markets,slaughter & fox,remote,₹  10 - 15 lpa,0-5 years,4
1.0,busieness development trainee,talent corner hr services,mumbai,₹  2 - 4.8 lpa,0-2 years,2
,data entry executive,the agency source,remote,₹  2 - 2.1 lpa,0-2 years,2
1.0,virtual executive assistant,slaughter & fox,remote,₹  3 lpa,0-2 years,2
1.0,data analytics associate,ganges internationale private limited,delhi,₹  2.5 - 3.5 lpa,0-2 years,2
,ev technical trainer,diyguru,delhi,₹  2.64 - 3.24 lpa,0-2 years,2
1.0,embedded systems firmware engineer,zaptics research,noida,₹  4 - 7 lpa,0-5 years,4
,field sales executive,vip housing and properties,chennai,₹  4 - 5.5 lpa,0-5 years,4
,receptionist,sai infocorp solution,nashik,₹  2 - 3 lpa,0-2 years,2
1.0,embedded systems specialist,ganges internationale private limited,delhi,₹  3.5 - 4.5 lpa,0-2 years,2
,tellecaller,global discovery school,remote,₹  2 - 2.1 lpa,0-2 years,2
,corporate sales executive,putatoe solutions private limited,gorakhpur,₹  2 - 2.1 lpa,0-2 years,2
,corporate sales executive,legero lighting,noida,₹  2 - 2.5 lpa,0-2 years,2
,junior web developer,dvg soft,jaipur,₹  2 - 3 lpa,0-2 years,2
1.0,faculty - fashion design,cadence academy,ambikapur,₹  2 lpa,0-2 years,2
,accountant,iotfy solutions private limited,delhi,₹  2.4 - 3 lpa,0-2 years,2
1.0,faculty - interior design,cadence academy,ambikapur,₹  2 lpa,0-2 years,2
,business development associate,indhan.online,bangalore,₹  3.6 - 4.5 lpa,0-2 years,2
,telecaller,audi mumbai west,mumbai,₹  2.2 - 2.5 lpa,0-2 years,2
,busienss development trainee,audi mumbai west,mumbai,₹  2.5 - 3 lpa,0-2 years,2
,project manager,kaholas,delhi,₹  2.2 - 2.4 lpa,0-2 years,2
1.0,business development executive,fingertipplus,bangalore,₹  3 - 6 lpa,0-5 years,4
1.0,sales development representative,terainium private limited,hyderabad,₹  3.5 - 7 lpa,0-5 years,4
1.0,editorial assistant,ijrdo journal,gurgaon,₹  2.5 - 3 lpa,0-2 years,2
1.0,audit assistant,v a n s & associates,mumbai,₹  2 lpa,0-2 years,2
,operations in travels,lovely air travels,ahmedabad,₹  2 - 2.4 lpa,0-2 years,2
1.0,business development executive,webbies,kolkata,₹  2 - 2.5 lpa,0-2 years,2
,associate web developer,atdrive,remote,₹  2 - 4 lpa,0-2 years,2
,content strategist - youtube,tbof foods private limited,mumbai,₹  3 - 4 lpa,0-2 years,2
,human resources (hr) executive,estrange aurora,remote,₹  2 lpa,0-2 years,2
,restaurant marketing executive,meen satti,chennai,₹  2.4 - 3 lpa,0-2 years,2
,sales support executive,snatra pharmaceuticals,hyderabad,₹  2.1 - 3 lpa,0-2 years,2
,telecaller,bigship,dehradun,₹  2 lpa,0-2 years,2
1.0,digital marketing associate,akash advisors private limited,delhi,₹  2 - 2.4 lpa,0-2 years,2
,business development executive,career launcher,agra,₹  2 - 3.6 lpa,0-2 years,2
,assistant operations manager,right holiday technologies private limited,delhi,₹  3 - 4 lpa,0-2 years,2
,customer care executive,home revise education private limited,thane,₹  2 - 2.5 lpa,0-2 years,2
,softskill trainer,itvedant education private limited,thane,₹  2 - 3 lpa,0-2 years,2
,business development executive,beforest lifestyle solutions,hyderabad,₹  2.5 - 3.5 lpa,0-2 years,2
,business development associate,solutions unlimited,jajpur road,₹  2.1 lpa,0-2 years,2
,business development executive,haitech medical solutions,mumbai,₹  2 - 2.2 lpa,0-2 years,2
,service engineer,sri meenakshi enterprises,chennai,₹  2 - 2.4 lpa,0-2 years,2
,real estate sales,outrent,mumbai,₹  2 - 2.4 lpa,0-2 years,2
,hr recruiter,truemindz,gwalior,₹  2 - 2.5 lpa,0-2 years,2
,digital ad sale executive,korshine,bandra,₹  2 - 3 lpa,0-2 years,2
,analyst - customer support,finxera india private limited (acquired by priority holdings),chandigarh,₹  2.5 - 3.6 lpa,0-2 years,2
,junior travel & tourism specialist,dreams holidays,ahmedabad,₹  2 lpa,0-2 years,2
,software engineer,num india,bangalore,₹  2.4 - 3.6 lpa,0-2 years,2
,digital marketing sales representative,vr ar mr,delhi,₹  2 - 4.2 lpa,0-2 years,2
,business development associate,byju's,pune,₹  7.5 - 8.5 lpa,0-5 years,4
,web developer,armscorp,bangalore,₹  3 - 4 lpa,0-2 years,2
,site engineer,designideology,bangalore,₹  2 - 2.1 lpa,0-2 years,2
,desktop technician,asmacs skill development limited,mumbai,₹  2 - 3 lpa,0-2 years,2
,customer service executive,amanzi logistics,bhopal,₹  2 - 2.5 lpa,0-2 years,2
,officer - quality assurance,goodrich gasket private limited,chennai,₹  2 - 2.1 lpa,0-2 years,2
,business development executive,trikolaa tech,mumbai,₹  2 - 4 lpa,0-2 years,2
,field sales executive,cygnus healthcare specialities private limited,mumbai,₹  2.05 lpa,0-2 years,2
,customer support executive,shoppre,bangalore,₹  2.4 - 3 lpa,0-2 years,2
,business development associate,select source international private limited,gurgaon,₹  2 - 2.4 lpa,0-2 years,2
,it recruiter,apnc,bangalore,₹  2 - 3 lpa,0-2 years,2
,pre-sales executive,codleo consulting pvt ltd,delhi,₹  2 - 2.5 lpa,0-2 years,2
,junior video editor,horizon9 advertising & brand consultants limited,delhi,₹  2 - 2.5 lpa,0-2 years,2
,junior front end developer,vibe internet solutions private limited,chandigarh,₹  2 - 3 lpa,0-2 years,2
,business development executive,todini metals and chemicals india private limited,ahmedabad,₹  2.5 - 3.5 lpa,0-2 years,2
,real estate sales manager,northpoint,pune,₹  2.4 lpa,0-2 years,2
,content writer,fermion infotech private limited,navi mumbai,₹  2 - 3 lpa,0-2 years,2
,customer service associate,sutra services private limited,mumbai,₹  2 - 3 lpa,0-2 years,2
,business writer & content creator,nuclear business platform,remote,₹  2 - 4 lpa,0-2 years,2
,corporate sales executive,the wedding curator,delhi,₹  2 - 2.4 lpa,0-2 years,2
,junior wordpress developer,fractal31 private limited,ahmedabad,₹  2 lpa,0-2 years,2
,associate content writer,one billion stories,ghaziabad,₹  2 - 3 lpa,0-2 years,2
,jr. business development executive,snv services,indore,₹  2 - 2.5 lpa,0-2 years,2
,telecaller,bm education,chandigarh,₹  2 - 4.5 lpa,0-2 years,2
1.0,market researcher(media),kailasa analytics and services private limited,mumbai,₹  2 - 2.1 lpa,0-2 years,2
,architect,arcious infratech,indore,₹  2 - 3 lpa,0-2 years,2
,marketing & pr executives,dream merchants,bangalore,₹  2 lpa,0-2 years,2
,digital marketing executive,adscholars marketing india private limited,hyderabad,₹  2 - 4 lpa,0-2 years,2
,accounts executive,wegot utility solutions private limited,chennai,₹  3 - 5 lpa,0-5 years,4
,content writer & voice over,neulife digital media entertainment llp,mumbai,₹  2 - 2.5 lpa,0-2 years,2
,corporate sales executive,blockcube,faridabad,₹  2.8 lpa,0-2 years,2
,admissions counselor,mesotap marketing services private limited,remote,₹  2 - 3.5 lpa,0-2 years,2
,business development executive,computronics systems india private limited,indore,₹  2 lpa,0-2 years,2
,copywriter,idex,bangalore,₹  5.2 - 6.5 lpa,0-5 years,4
,designer trainee,konzert toolings limited,pune,₹  2 - 3 lpa,0-2 years,2
,junior interior designer,thirdeye retail private limited,hyderabad,₹  2.5 - 3 lpa,0-2 years,2
,agent relationship manager,equifolio business solutions (opc) private limited,remote,₹  2.9 - 4 lpa,0-2 years,2
,seo executive,360 circle infotech private limited,chandigarh,₹  5.5 - 6 lpa,0-5 years,4
,junior social media marketing executive,fedbank financial services private limited,mumbai,₹  2 - 4 lpa,0-2 years,2
,database building/management associate,orane consulting private limited,noida,₹  2 - 2.1 lpa,0-2 years,2
,hostess/host,pebble street hospitality,mumbai,₹  2.4 - 3.5 lpa,0-2 years,2
,video editor,a frame in motion,delhi,₹  2 - 2.5 lpa,0-2 years,2
1.0,junior copywriter,simpleplan media,delhi,₹  2 - 3.6 lpa,0-2 years,2
,corporate sales executive,jsk financial institute,pune,₹  2 - 2.25 lpa,0-2 years,2
,insight sales executive,ufaber edutech,mumbai,₹  2.9 - 3.9 lpa,0-2 years,2
,sales and marketing executive,saar books publications private limited,delhi,₹  2.4 - 6 lpa,0-5 years,4
1.0,support engineer,systech learning solutions,mira bhayandar,₹  3 lpa,0-2 years,2
,data entry executive,provab technosoft private limited,bangalore,₹  2 - 2.1 lpa,0-2 years,2
,hr and admin executive,indic inspirations india private limited,pune,₹  2 - 2.2 lpa,0-2 years,2
,senior developer - python and react,the agency source,delhi,₹  4.2 - 6 lpa,0-5 years,4
,shopify developer/frontend developer,greenhonchos,noida,₹  2 - 4.5 lpa,0-2 years,2
,trainer (computer),speakwell skills academy private limited,mumbai,₹  2 - 2.5 lpa,0-2 years,2
1.0,embedded systems specialist,formfour systems,nashik,₹  5.6 - 12 lpa,0-5 years,4
,business development executive,goyam infotech,hyderabad,₹  2 lpa,0-2 years,2
,general manager,connekt accomodation private limited,bandra,₹  2.4 - 3 lpa,0-2 years,2
,insurance executive,ria insurance brokers private limited,delhi,₹  2.4 - 3.6 lpa,0-2 years,2
,trainee marketing consultant,neeti brand accelerator,mumbai,₹  3 - 4 lpa,0-2 years,2
,engagement specialist,ijcp group,delhi,₹  2 lpa,0-2 years,2
,full stack developer,intrasoft,remote,₹  12 - 22 lpa,0-5 years,4
,associate business analyst,ifas edutech private limited,delhi,₹  3 - 3.5 lpa,0-2 years,2
,student counsellor,leverage edu,noida,₹  6.6 - 7 lpa,0-5 years,4
,customer service associate,kreez consulting,chandigarh,₹  3.5 - 4 lpa,0-2 years,2
,accountant,more legal services,noida,₹  2 - 2.5 lpa,0-2 years,2
,food and beverage associate,pebble street hospitality,mumbai,₹  2 - 3 lpa,0-2 years,2
,junior recruiter,bhn group india,mumbai,₹  2 - 2.1 lpa,0-2 years,2
,graphic designer,bhrithi,tiruppur,₹  2 - 2.5 lpa,0-2 years,2
,executive assistant,next labs,mumbai,₹  3 - 3.6 lpa,0-2 years,2
,seo specialist,next labs,mumbai,₹  3 - 3.6 lpa,0-2 years,2
,business development executive,ufaber,mumbai,₹  4 - 5 lpa,0-5 years,4
,customer service associate,careerireland,remote,₹  2 - 3 lpa,0-2 years,2
,content writer,freightmango,gurgaon,₹  2 - 4 lpa,0-2 years,2
,junior webflow developer,alapan software solutions private limited,bangalore,₹  2 - 3 lpa,0-2 years,2
,human resources (hr) executive,lycan aerospace,bangalore,₹  3 - 4 lpa,0-2 years,2
,junior recruiter,infotree global solutions,delhi,₹  2 - 3 lpa,0-2 years,2
1.0,graphic designer,kaptown kreations,mohali,₹  2 - 2.5 lpa,0-2 years,2
,junior social media marketing executive,bulleye technologies llp,noida,₹  2 - 4 lpa,0-2 years,2
,junior recruiter,infotree global solutions,delhi,₹  2 - 3 lpa,0-2 years,2
1.0,video editor,the formal edit,delhi,₹  2.4 - 2.76 lpa,0-2 years,2
