actively_hiring,Type_of_job,company_name,location,salary,experience,experience_enc
1.0,ai research strategist,astrotalk,remote,₹  2 - 2.16 lpa,0-2 years,2
1.0,data entry associate,zedex info private limited,mumbai,₹  2 lpa,0-2 years,2
1.0,digital outreach executive,zedex info private limited,mumbai,₹  2 lpa,0-2 years,2
1.0,trading systems engineer,innovate networks e-services private limited,bangalore,₹  4.5 - 6 lpa,0-5 years,4
,seo executive,hotel dekho.com private limited,jaipur,₹  2 - 4 lpa,0-2 years,2
1.0,junior video editor,material depot,bangalore,₹  3 - 4 lpa,0-2 years,2
1.0,corporate sales executive,gxpress solution private limited,jaipur,₹  2 - 4 lpa,0-2 years,2
1.0,nurse,himangini wellness private limited,bangalore,₹  4 - 5 lpa,0-5 years,4
1.0,big data executive,himangini wellness private limited,agra,₹  5 - 6 lpa,0-5 years,4
,junior search engine optimization (seo) executive,automi technology solutions private limited,pune,₹  2 - 2.5 lpa,0-2 years,2
1.0,ios developer,nvest solution private limited,remote,₹  2 - 2.5 lpa,0-2 years,2
1.0,social media manager,apre art house,mumbai,₹  2 - 2.7 lpa,0-2 years,2
1.0,wordpress developer,the learn cloud,remote,₹  4 - 7 lpa,0-5 years,4
1.0,junior field sales executive,cultfit healthcare private limited,bangalore,₹  2.5 - 3 lpa,0-2 years,2
1.0,associate graphic designer,skin elements,gurgaon,₹  2.4 - 2.6 lpa,0-2 years,2
1.0,lesson plan & content creator cum coordinator - english literature,ekids india,mumbai,₹  5 - 6 lpa,0-5 years,4
1.0,data entry associate,the agency source,delhi,₹  2 - 2.1 lpa,0-2 years,2
,graphic designer,zestiot technologies private limited,hyderabad,₹  5 lpa,0-5 years,4
,frontend developer,socult,remote,₹  3 - 5 lpa,0-5 years,4
,full stack developer,nyakul,remote,₹  5 - 12 lpa,0-5 years,4
,manager - marketing,next ias,delhi,₹  5.5 - 7.5 lpa,0-5 years,4
,junior social media marketing associate,ramp asia,delhi,₹  2 - 3 lpa,0-2 years,2
,digital marketing executive,mobavenue media private limited,mumbai,₹  2.5 - 3 lpa,0-2 years,2
1.0,human resources (hr) executive,eazygrad,delhi,₹  2 - 2.4 lpa,0-2 years,2
1.0,graphic designer,web3nest metaverse private limited,noida,₹  3 - 4 lpa,0-2 years,2
1.0,sales associate,freightcrate,mumbai,₹  3.5 - 4.5 lpa,0-2 years,2
1.0,ui/ux designer,eazygrad,delhi,₹  2 - 2.4 lpa,0-2 years,2
1.0,admission counsellor,web3nest metaverse private limited,noida,₹  3 - 4 lpa,0-2 years,2
1.0,recruitment executive,reckons resource solutions,navi mumbai,₹  2 - 2.5 lpa,0-2 years,2
1.0,business development executive,eazygrad,delhi,₹  2 - 2.4 lpa,0-2 years,2
1.0,client acquisition associate,devlife corporation,mumbai,₹  2 lpa,0-2 years,2
1.0,associate software developer,nextgen samvaad private limited,varanasi,₹  2 - 3.6 lpa,0-2 years,2
1.0,field sales associate,springtime publishing private limited,pune,₹  3 - 4 lpa,0-2 years,2
1.0,mobile app developer - react native,krenai,gurgaon,₹  2 - 4 lpa,0-2 years,2
1.0,business development executive,expertrons,mumbai,₹  2.5 - 7.5 lpa,0-5 years,4
1.0,channel partner onboarding executive (b2b sales),expertrons,mumbai,₹  2.5 - 7.5 lpa,0-5 years,4
1.0,executive assistant,the quizopedia,delhi,₹  2.4 - 3.6 lpa,0-2 years,2
1.0,jewellery designer and merchandiser,emori,gurgaon,₹  2.5 - 5 lpa,0-5 years,4
1.0,corporate sales specialist,indiana drives & engineering pvt ltd,mumbai,₹  3 - 5 lpa,0-5 years,4
1.0,accountant,snd digital retails llp (staranddaisy),ghaziabad,₹  2.4 - 2.6 lpa,0-2 years,2
1.0,operations specialist - building materials,material depot,bangalore,₹  4 - 6 lpa,0-5 years,4
,recruitment executive,ost placement search private limited,remote,₹  3 - 3.5 lpa,0-2 years,2
1.0,procurement specialist,material depot,bangalore,₹  4 - 6 lpa,0-5 years,4
1.0,business development executive,canvas craft media,mohali,₹  2 - 2.2 lpa,0-2 years,2
1.0,human resources (hr) executive,kbizsoft solutions private limited,mohali,₹  2 - 2.1 lpa,0-2 years,2
,export documentation executive,absolute engineering company,thane,₹  2 - 2.1 lpa,0-2 years,2
1.0,business development associate,corizo edu-tech,bangalore,₹  4 - 6.5 lpa,0-5 years,4
1.0,computer science teacher,saraswathi vidyalaya,chennai,₹  4.8 - 5.4 lpa,0-5 years,4
1.0,business development (sales) trainee,time cyber media private limited,delhi,₹  2.8 - 4.2 lpa,0-2 years,2
,study abroad education counsellor,axis consultants,delhi,₹  2.5 - 4 lpa,0-2 years,2
1.0,data entry executive,everstylish lifestyle private limited,gurgaon,₹  2.4 - 3 lpa,0-2 years,2
,business development associate (travel required),lakshman diwaakar,remote,₹  3 - 8 lpa,0-5 years,4
1.0,graphic designer,the hatke,delhi,₹  2 - 2.5 lpa,0-2 years,2
1.0,video editor,oneagri innovations private limited,remote,₹  2 lpa,0-2 years,2
,junior business analyst,golden cargo movers,raipur,₹  2 lpa,0-2 years,2
,hr recruiter,onesource atreus private limited,navi mumbai,₹  2 - 3 lpa,0-2 years,2
1.0,business video editor,feardog music,remote,₹  2 - 2.5 lpa,0-2 years,2
1.0,junior developer,greenstitch,bangalore,₹  6 - 10 lpa,0-5 years,4
1.0,relationship executive,redrock capital advisors,delhi,₹  2 - 5 lpa,0-5 years,4
,digital marketing associate,axis consultants,delhi,₹  2.4 - 3.5 lpa,0-2 years,2
1.0,software developer,machani robotics,bangalore,₹  6 lpa,0-5 years,4
,customer service associate,axis consultants,delhi,₹  2.4 - 3.3 lpa,0-2 years,2
,teacher (ntt/prt),ligo brainees,delhi,₹  2 - 3 lpa,0-2 years,2
1.0,business development executive,arbhu enterprises private limited,bangalore,₹  4 - 5.5 lpa,0-5 years,4
1.0,junior marketing associate,urbot,delhi,₹  2 - 2.1 lpa,0-2 years,2
,associate content writer,venus engineering associates,chennai,₹  2 lpa,0-2 years,2
,social media marketing manager,ytech raj llp,delhi,₹  2 lpa,0-2 years,2
1.0,prompt engineer,machani robotics,bangalore,₹  6 lpa,0-5 years,4
1.0,customer support executive,the hatke,delhi,₹  2 lpa,0-2 years,2
,junior lead generation associate,shradha singh,mumbai,₹  2 - 5 lpa,0-5 years,4
1.0,receptionist,saroj education group,delhi,₹  2 - 3 lpa,0-2 years,2
1.0,space video editor,feardog music,remote,₹  2 - 2.5 lpa,0-2 years,2
1.0,digital marketing specialist,hsv media private limited,gurgaon,₹  3 - 4.5 lpa,0-2 years,2
1.0,inside sales associate,expergo technologies private limited,gurgaon,₹  3.5 - 4.5 lpa,0-2 years,2
1.0,associate business analyst,namekart,remote,₹  4 - 6 lpa,0-5 years,4
1.0,growth hacker (digital marketing & community management),indika ai private limited,delhi,₹  2.4 - 2.5 lpa,0-2 years,2
1.0,customer service executive,g&r management consultancy private limited,noida,₹  2 - 2.4 lpa,0-2 years,2
1.0,associate telecaller,digi grow hub education,pune,₹  2 lpa,0-2 years,2
,assistant fashion designer,sassy eleganza - bridal boutique,bangalore,₹  2 - 2.04 lpa,0-2 years,2
1.0,real estate sales executive,reflex realty llp,mumbai,₹  2 - 2.2 lpa,0-2 years,2
1.0,subject matter expert (accounts & finance),requin solutions private limited,jaipur,₹  2 - 2.1 lpa,0-2 years,2
1.0,academic counsellor,collegedekho.com,gurgaon,₹  2.5 - 3.2 lpa,0-2 years,2
1.0,administration executive,babul films society ngo,hyderabad,₹  2 - 2.1 lpa,0-2 years,2
1.0,marketing manager,pingolearn education private limited,pune,₹  4 - 6 lpa,0-5 years,4
,officer-fundraising,sneha,mumbai,₹  3 - 3.6 lpa,0-2 years,2
,business development executive,newton school,bangalore,₹  5 - 6.5 lpa,0-5 years,4
,digital marketing executive,storyzone,bangalore,₹  2 lpa,0-2 years,2
,business development executive,iguru software services private limited,ahmedabad,₹  2 - 2.6 lpa,0-2 years,2
1.0,accounts assissant,shipglobal,remote,₹  5 lpa,0-5 years,4
1.0,full stack ai founder,persist ventures,remote,₹  10 - 12 lpa,0-5 years,4
,inside sales executive,nobroker,bangalore,₹  3 - 4.8 lpa,0-2 years,2
,digital marketing specialist,wellthylife marketing private limited,navi mumbai,₹  2 - 2.5 lpa,0-2 years,2
,business development executive,recro media,bangalore,₹  2 lpa,0-2 years,2
,field sales executive,maven,pune,₹  2 - 5 lpa,0-5 years,4
,recruitment trainee,skrown & partners recruitment llp,remote,₹  2.4 lpa,0-2 years,2
,corporate sales executive,shirsha world media,mumbai,₹  6 lpa,0-5 years,4
,junior visual designer,yellow straw advertising,noida,₹  2 - 2.1 lpa,0-2 years,2
,laravel developer,360 it hub private limited,bangalore,₹  3 - 6 lpa,0-5 years,4
,product engineer,barygaza consulting private limited,remote,₹  2 - 2.5 lpa,0-2 years,2
,associate content writer,nevina infotech private limited,ahmedabad,₹  2 - 2.1 lpa,0-2 years,2
,education counsellor,career alfa,kanpur,₹  2 - 2.5 lpa,0-2 years,2
,business development executive,zucol solutions private limited,jaipur,₹  2 - 2.5 lpa,0-2 years,2
,software engineer trainee,johnson lifts limited,chennai,₹  2 - 3 lpa,0-2 years,2
,business development associate,intellection,bangalore,₹  5 - 7 lpa,0-5 years,4
,bussiness development associate,byju's,chennai,₹  4 - 8 lpa,0-5 years,4
,administration manager,mukti manch,mumbai,₹  5.2 lpa,0-5 years,4
1.0,sales assistant,sunitha cv,chennai,₹  2.4 - 3.4 lpa,0-2 years,2
,web developer,ideovate solutions,navi mumbai,₹  2.5 - 3 lpa,0-2 years,2
,business development associate,corizo,bangalore,₹  3.6 - 6.1 lpa,0-5 years,4
,sales executive,wild voyager private limited,delhi,₹  2.4 - 4.8 lpa,0-2 years,2
,junior analyst,produze,bangalore,₹  3 - 4 lpa,0-2 years,2
,sponsorship sales manager,qnox advertising,remote,₹  2 - 4 lpa,0-2 years,2
,junior architect,psy-arch by lord and sheem llp,kochi,₹  2 lpa,0-2 years,2
,graphic designer,lci group,gurgaon,₹  2.16 - 3 lpa,0-2 years,2
,field sales executive,bnp trade biz private limited,delhi,₹  2 lpa,0-2 years,2
,android app developer,db vertex technologies,indore,₹  2 - 2.5 lpa,0-2 years,2
,client acquisition executive,globe teleservices limited,mumbai,₹  2.5 - 3.5 lpa,0-2 years,2
,seo executive,labhanya technologies private limited,noida,₹  3 - 5 lpa,0-5 years,4
,business development executive,ufaber,mumbai,₹  5 lpa,0-5 years,4
,business development associate,certybox,lucknow,₹  2 - 2.5 lpa,0-2 years,2
,omni sports leader (football),decathlon,pune,₹  2.8 - 3.4 lpa,0-2 years,2
1.0,associate php developer,zivaan solutions,vadodara,₹  2.4 - 3 lpa,0-2 years,2
1.0,territory executive medical representative,d'hubb hr & business solutions,katni,₹  2 - 3 lpa,0-2 years,2
,automotive content writer,college dunia,gurgaon,₹  2.4 - 3.2 lpa,0-2 years,2
1.0,performance marketer,eazygrad,delhi,₹  2 - 2.4 lpa,0-2 years,2
1.0,business development executive,zupain tech private limited,chennai,₹  2.5 - 4 lpa,0-2 years,2
1.0,video editor,babul films society ngo,hyderabad,₹  2 - 2.1 lpa,0-2 years,2
1.0,junior client acquisition executive,ijrdo journal,gurgaon,₹  2 - 3.5 lpa,0-2 years,2
,software engineer trainee,epicminds it private limited,bangalore,₹  2 - 3 lpa,0-2 years,2
1.0,human resource consultant,theother 2 thirds consulting llp,mumbai,₹  3 - 3.5 lpa,0-2 years,2
1.0,inside sales associate,wizklub learning,bangalore,₹  4 - 7 lpa,0-5 years,4
1.0,assistant manager - sales (delhi ncr),marketing works,faridabad,₹  4 - 5.5 lpa,0-5 years,4
,field sales executive,muks robotics,pune,₹  2 - 2.5 lpa,0-2 years,2
1.0,business development associate,airblack,ahmedabad,₹  5 lpa,0-5 years,4
,customer acquisition executive,autope payment solutions private limited,gurgaon,₹  2.4 - 3 lpa,0-2 years,2
,junior accounts executive,polmon instruments private limited,hyderabad,₹  2 - 2.5 lpa,0-2 years,2
,business development executive,decathlon sports india,kanpur dehat,₹  3.36 - 3.4 lpa,0-2 years,2
,sales executive,vividhity ventures private limited,bangalore,₹  2 - 2.5 lpa,0-2 years,2
,sales coordinator,midas abrasives,ahmedabad,₹  2 - 2.2 lpa,0-2 years,2
,corporate sales associate,white tiger advisory,gurgaon,₹  2 - 5 lpa,0-5 years,4
,key account executive,haymarket sac publishing (india) private limited,mumbai,₹  2.5 - 3.6 lpa,0-2 years,2
,python developer,yebelo technology,remote,₹  5.4 - 7.2 lpa,0-5 years,4
,full stack developer,esrot consulting labs,remote,₹  2.5 - 5 lpa,0-5 years,4
1.0,infrastructure set-up executive,breakout,bangalore,₹  2.5 - 3 lpa,0-2 years,2
,field sales executive,gujarat petrochemicals limited,delhi,₹  2 - 2.4 lpa,0-2 years,2
,react developer,codified,jaipur,₹  3.5 - 6.5 lpa,0-5 years,4
,relationship manager,finway capital,gurgaon,₹  2 - 2.5 lpa,0-2 years,2
,judiciary - faculty,startifly consultancy,delhi,₹  2.7 - 8 lpa,0-5 years,4
,fashion designer,nurseme cares india private limited,hyderabad,₹  2.4 - 3.2 lpa,0-2 years,2
1.0,flutter developer,binary numbers,mumbai,₹  3 - 3.6 lpa,0-2 years,2
1.0,junior content writer,zedex info private limited,mumbai,₹  2 lpa,0-2 years,2
,hr and administration trainee,medi transcare private limited,ahmedabad,₹  2 - 2.5 lpa,0-2 years,2
,sales associate,navorn immigration and education consultants,ahmedabad,₹  2 - 3 lpa,0-2 years,2
,management trainee,repindia,delhi,₹  3 - 4 lpa,0-2 years,2
1.0,support executive (it),nrich learning,chandigarh,₹  2.2 lpa,0-2 years,2
,marketing executive,glam21 (cosmoline exim llp),delhi,₹  2.5 - 3 lpa,0-2 years,2
,accountant,weaving homes,delhi,₹  2 lpa,0-2 years,2
,php developer,techsolv it service,delhi,₹  2 - 3 lpa,0-2 years,2
,react native developer,infasta soft solutions private limited,hyderabad,₹  2.1 - 2.5 lpa,0-2 years,2
,back office assistant,future plus financial planners private limited,mumbai,₹  2 lpa,0-2 years,2
,junior interior designer,ad design studeo,mumbai,₹  2 lpa,0-2 years,2
,telesales executive/telecaller,girnar care,jaipur,₹  2 lpa,0-2 years,2
,it trainee,design qandy,mumbai,₹  2.4 - 3.5 lpa,0-2 years,2
,collection executive,red griffin management services,gurgaon,₹  2.1 - 3.6 lpa,0-2 years,2
,junior social media marketing associate,the browser,chandigarh,₹  2 - 2.4 lpa,0-2 years,2
,full stack developer,openthrone,remote,₹  8 - 10 lpa,0-5 years,4
,associate front end developer,the main stage productions,delhi,₹  3 - 4 lpa,0-2 years,2
,data analytics associate,softin system private limited,delhi,₹  7.5 - 8 lpa,0-5 years,4
,accounts assistant,nupa technologies private limited,gurgaon,₹  2 - 2.5 lpa,0-2 years,2
,php developer,unmetered technologies llp,zirakpur,₹  2.5 lpa,0-2 years,2
,business development associate,byju's the learning app,chennai,₹  7 - 8.5 lpa,0-5 years,4
1.0,study abroad advisor,eazygrad,delhi,₹  2 - 2.4 lpa,0-2 years,2
,executive assistant,ruskin felix consulting,mumbai,₹  2 - 2.4 lpa,0-2 years,2
,data & operations analyst,naxap,remote,₹  2.5 - 2.8 lpa,0-2 years,2
,graphic designer,pixeldot media,remote,₹  2 - 2.5 lpa,0-2 years,2
1.0,content writer,eazygrad,delhi,₹  2 - 2.4 lpa,0-2 years,2
,corporate sales executive,marvel infocomm private limited,ahmedabad,₹  2.4 - 3.6 lpa,0-2 years,2
,digital marketing executive,a billion people,panchkula,₹  2 - 2.5 lpa,0-2 years,2
1.0,junior cafe manager,729 grams coffee,pune,₹  2 lpa,0-2 years,2
,marketing executive,experts4u online solutions llp,gurgaon,₹  2 - 3 lpa,0-2 years,2
,asp.net developer,quantasis,mumbai,₹  2 - 2.5 lpa,0-2 years,2
1.0,graphic designer,the earth collective,kolkata,₹  2 - 2.2 lpa,0-2 years,2
,operations & digital marketing trainee,rugsac,mumbai,₹  2 - 3 lpa,0-2 years,2
1.0,graphic designer,eazygrad,delhi,₹  2 - 2.4 lpa,0-2 years,2
1.0,data entry executive,kanha textile mill,remote,₹  3.1 - 4.2 lpa,0-2 years,2
0.0,international sales & marketing executive,greenglobe fuel solutions private limited,mumbai,₹  5 - 7 lpa,0-5 years,4
1.0,business development executive,truly sofas by voukino interiors llp,bangalore,₹  3 - 6.5 lpa,0-5 years,4
,corporate sales associate,crio.do,delhi,₹  4 - 5 lpa,0-5 years,4
,video editor,north cape films,mumbai,₹  2 - 2.5 lpa,0-2 years,2
,software test engineer,radiant infonet,delhi,₹  2 - 3 lpa,0-2 years,2
,associate chartered accountant (ca),vipin k gupta & company,delhi,₹  2 - 3 lpa,0-2 years,2
,corporate sales specialist,chhatra sansad india (zh foundation),vadodara,₹  4.2 - 8.2 lpa,0-5 years,4
,dsa technical trainer,roboiotics services llp,indore,₹  4 - 7 lpa,0-5 years,4
1.0,human resources (hr) executive,astrotalk,noida,₹  2.4 lpa,0-2 years,2
,social media executive,the lotus biotech,delhi,₹  2.4 - 3 lpa,0-2 years,2
,accountant,dhantax technologies private limited,bangalore,₹  4 - 8 lpa,0-5 years,4
,tech support trainee,vardaam web solutions private limited,vadodara,₹  2.2 lpa,0-2 years,2
,django-react developer,yestoideas,remote,₹  2 - 3 lpa,0-2 years,2
,corporate sales executive,manstop corporation,mumbai,₹  2.4 - 3 lpa,0-2 years,2
,junior lead generation associate,silveor optimist,pune,₹  2.4 - 5 lpa,0-5 years,4
,assistant manager - hr and administration,bhavesh thakkar,mumbai,₹  2 - 3 lpa,0-2 years,2
,graphic designer,the impact engine,remote,₹  2 - 2.5 lpa,0-2 years,2
,junior front end developer,metricoid technology solutions private limited,kalyan,₹  2 - 2.5 lpa,0-2 years,2
,business development associate,skillovilla technologies private limited,bangalore,₹  4 - 9 lpa,0-5 years,4
,customer success representative,the solar labs,bangalore,₹  3 - 5 lpa,0-5 years,4
,artificial intelligence (ai) specialist,taskdepend solutions,remote,₹  4 - 8 lpa,0-5 years,4
,hr coordinator,nak infotech private limited,kolkata,₹  2 lpa,0-2 years,2
,content writer,digicracker private limited,ahmedabad,₹  2.4 - 3.6 lpa,0-2 years,2
,senior customer service associate - customer escalations,netimpact solutions,noida,₹  2.5 - 3 lpa,0-2 years,2
